EMBL_transcript_id,cDNA_length,cds_length,exons_nr,5_MAR_presence,3_MAR_presence,5_polyA_18_presence,5_CCGNN_2_5_presence,perc_go_hk_match,perc_go_ts_match,is_hk
ENST00000253110,1663,723,6,no,no,no,yes,NaN,NaN,NaN
ENST00000326176,1958,876,8,no,no,no,yes,NaN,NaN,NaN
ENST00000340748,5400,4851,40,no,no,no,no,0,8.33E-02,NaN
ENST00000359526,5448,4899,41,no,no,no,no,0,8.33E-02,NaN
ENST00000253115,2302,1665,8,no,no,no,no,0,0,NaN
ENST00000253122,3917,1908,NaN,no,no,no,no,0,0.3846154,NaN
ENST00000328897,3558,2187,NaN,no,no,no,no,0,0.3846154,NaN
ENST00000330048,2108,1908,NaN,no,no,no,no,0,0.3846154,NaN
ENST00000253123,2143,366,NaN,no,no,no,yes,0,0.1111111,NaN
ENST00000340888,1562,726,NaN,no,no,no,yes,0,0.1111111,NaN
ENST00000253127,2561,1545,NaN,no,no,no,no,0,0,NaN
ENST00000253128,6030,5616,NaN,no,no,yes,yes,0,0.4,NaN
ENST00000253130,2076,1065,NaN,no,no,no,no,0,0.4285714,NaN
ENST00000342782,2424,1155,NaN,no,no,no,no,0,0.4285714,NaN
ENST00000361486,2279,1155,NaN,no,no,no,no,0,0.4285714,NaN
ENST00000253131,2000,1401,NaN,no,no,no,no,0,0,NaN
ENST00000253144,2839,1392,NaN,yes,no,no,no,0,0,NaN
ENST00000340479,2177,1392,NaN,yes,no,no,no,0,0,NaN
ENST00000253159,8203,4677,32,no,no,no,yes,0,0,NaN
ENST00000320610,7118,5541,32,no,no,no,yes,0,0,NaN
ENST00000253188,1946,1572,NaN,no,no,no,yes,0,0.3333333,NaN
ENST00000253193,2519,2313,NaN,no,no,no,yes,0,0.25,NaN
ENST00000253233,2073,501,NaN,no,no,no,no,0,0,NaN
ENST00000253247,2500,2160,NaN,yes,no,yes,no,NaN,NaN,NaN
ENST00000253251,5485,3522,27,no,no,no,yes,0,0,NaN
ENST00000343090,5252,3906,28,no,no,no,yes,0,0,NaN
ENST00000344008,4406,3135,16,no,no,no,yes,0,0,NaN
ENST00000253255,6762,6762,NaN,no,no,no,no,0,0.5714286,NaN
ENST00000253260,1134,933,NaN,no,no,no,no,0,0.1428571,NaN
ENST00000253262,2108,1845,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000253268,1473,927,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000303702,1752,1242,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000253269,1302,1020,NaN,no,no,yes,no,0,0.2857143,NaN
ENST00000253270,1570,1014,NaN,no,no,no,yes,0,0,NaN
ENST00000350971,4469,657,4,yes,no,yes,yes,0,0.3333333,NaN
ENST00000335972,3556,3177,NaN,no,no,no,no,0.6,0,yes
ENST00000339655,3465,3177,NaN,no,no,no,no,0.6,0,yes
ENST00000336169,1360,900,NaN,no,yes,no,no,0,0.5,NaN
ENST00000352078,1418,900,NaN,no,yes,no,no,0,0.5,NaN
ENST00000253313,1742,1740,20,no,no,no,no,0.3333333,0,NaN
ENST00000334989,2899,2703,24,no,no,no,no,0.3333333,0,NaN
ENST00000360008,2908,2712,24,no,no,no,no,0.3333333,0,NaN
ENST00000253313,1742,1740,20,no,no,no,no,0.3333333,0,NaN
ENST00000334989,2899,2703,24,no,no,no,no,0.3333333,0,NaN
ENST00000360008,2908,2712,24,no,no,no,no,0.3333333,0,NaN
ENST00000253320,5520,546,5,no,no,no,no,NaN,NaN,NaN
ENST00000250831,1879,1491,12,no,no,no,no,0,0.1666667,NaN
ENST00000303922,2042,486,4,no,no,no,no,0,0.1666667,NaN
ENST00000253323,1501,210,4,no,no,no,no,NaN,NaN,NaN
ENST00000253323,1501,210,4,no,no,no,no,NaN,NaN,NaN
ENST00000253325,1501,210,4,no,no,no,no,NaN,NaN,NaN
ENST00000253325,1501,210,4,no,no,no,no,NaN,NaN,NaN
ENST00000253329,2467,1479,NaN,no,yes,yes,yes,0,0,NaN
ENST00000253331,1344,741,NaN,no,no,no,no,0.2,0,NaN
ENST00000253332,6597,5349,NaN,no,yes,no,no,0.1666667,0,NaN
ENST00000354675,6111,5052,NaN,no,yes,no,no,0.1666667,0,NaN
ENST00000357920,1925,423,NaN,no,yes,no,no,0.1666667,0,NaN
ENST00000359755,6287,5055,NaN,no,yes,no,no,0.1666667,0,NaN
ENST00000265368,27652,26394,NaN,yes,no,no,no,0,0.2727273,NaN
ENST00000313630,3801,2949,NaN,yes,no,no,no,0,0.2727273,NaN
ENST00000341594,3590,2934,NaN,yes,no,no,no,0,0.2727273,NaN
ENST00000347037,27435,26250,NaN,yes,no,no,no,0,0.2727273,NaN
ENST00000354674,5698,2949,NaN,yes,no,no,no,0,0.2727273,NaN
ENST00000356820,27366,9966,NaN,yes,no,no,no,0,0.2727273,NaN
ENST00000253335,735,735,NaN,no,no,no,no,0.2,0,NaN
ENST00000253339,3434,2886,NaN,no,no,yes,no,0,0.1428571,NaN
ENST00000201647,2536,2172,NaN,no,no,no,no,0,0.5,NaN
ENST00000245618,2201,1791,NaN,no,no,no,no,0,0.5,NaN
ENST00000310075,1964,1656,NaN,no,no,no,no,0,0.5,NaN
ENST00000314446,2197,1797,NaN,no,no,no,no,0,0.5714286,NaN
ENST00000359344,2783,1794,NaN,no,no,no,no,0,0.5714286,NaN
ENST00000320849,2411,1155,NaN,no,no,no,yes,NaN,NaN,NaN
ENST00000310998,618,618,NaN,no,no,no,no,0,0,NaN
ENST00000355589,2536,339,NaN,no,no,no,no,0,0,NaN
ENST00000253362,1047,750,NaN,no,no,no,no,0,0,NaN
ENST00000354932,1052,750,NaN,no,no,no,no,0,0,NaN
ENST00000253363,2809,1593,NaN,no,no,no,no,0,0,NaN
ENST00000338163,2860,1122,NaN,no,no,no,no,0,0,NaN
ENST00000343294,2147,1122,NaN,no,no,no,no,0,0,NaN
ENST00000358877,2791,1575,NaN,no,no,no,no,0,0,NaN
ENST00000361162,2809,1122,NaN,no,no,no,no,0,0,NaN
ENST00000253368,684,516,NaN,no,no,yes,no,0.2857143,0,NaN
ENST00000344897,1173,633,NaN,no,no,yes,no,0,0,NaN
ENST00000316783,3127,2322,NaN,no,no,no,no,0,0.1111111,NaN
ENST00000342427,3661,2544,NaN,no,no,no,no,0,0.1111111,NaN
ENST00000253375,273,273,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000253380,2772,1830,NaN,no,no,no,no,0,0.2,NaN
ENST00000336431,2648,2001,NaN,no,no,no,no,0,0.2,NaN
ENST00000356042,1782,1743,NaN,no,no,no,no,0,0.2,NaN
ENST00000253381,1135,372,NaN,no,yes,no,no,0,0.75,NaN
ENST00000253382,2931,2112,NaN,no,no,no,no,0,0.1428571,NaN
ENST00000336325,2779,1827,NaN,no,no,no,no,0,0.1428571,NaN
ENST00000357483,2773,1821,NaN,no,no,no,no,0,0.1428571,NaN
ENST00000360596,2925,2106,NaN,no,no,no,no,0,0.1428571,NaN
ENST00000253392,957,957,NaN,no,no,no,no,0,0.2222222,NaN
ENST00000333519,3413,894,NaN,no,no,no,no,0,0.2222222,NaN
ENST00000253401,5412,1704,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000253407,1499,777,NaN,no,yes,no,yes,0,0.2,NaN
ENST00000253408,3035,1299,NaN,no,no,yes,no,0,0.3333333,no
ENST00000360085,1048,294,NaN,no,no,no,no,0,0.6,NaN
ENST00000253410,618,300,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000253413,1330,681,9,no,no,no,no,0.5,0,NaN
ENST00000221293,1748,981,NaN,no,no,no,no,0,1,NaN
ENST00000244296,2276,1281,NaN,no,no,no,no,0,1,NaN
ENST00000312439,1425,1287,NaN,no,no,no,no,0,1,NaN
ENST00000320182,1988,1254,NaN,no,no,no,no,0,1,NaN
ENST00000336155,1061,1002,NaN,no,no,no,no,0,1,NaN
ENST00000313040,3052,2400,NaN,no,no,no,no,0,0,NaN
ENST00000300811,1386,567,NaN,no,no,yes,no,0,0,NaN
ENST00000253435,1286,804,NaN,yes,no,yes,no,0,0,NaN
ENST00000359938,1113,750,NaN,yes,no,yes,no,0,0,NaN
ENST00000240499,2819,1422,3,no,no,yes,no,0,0,NaN
ENST00000253451,891,453,5,no,no,no,no,0,0.75,NaN
ENST00000315626,744,255,4,no,no,no,no,0,0.75,NaN
ENST00000253452,802,510,NaN,no,no,yes,yes,0.4,0,yes
ENST00000253457,1910,633,NaN,no,no,no,yes,0,0,NaN
ENST00000253458,7393,3654,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000359405,4358,3342,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000253461,779,480,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000253462,1179,558,NaN,no,no,no,no,0.5,0,NaN
ENST00000253475,2428,951,NaN,no,no,no,yes,0,0.3333333,NaN
ENST00000253481,1826,345,NaN,no,no,no,no,0,0,NaN
ENST00000253484,446,243,NaN,no,yes,no,no,0.2857143,0,NaN
ENST00000324417,2572,1920,NaN,no,no,no,no,0,0.6666667,no
ENST00000253496,2046,1845,NaN,no,no,yes,no,0,0.875,no
ENST00000323249,1478,825,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000355386,947,786,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000253506,4723,2478,10,no,no,no,yes,0,0.1666667,NaN
ENST00000318065,3624,1062,9,no,no,no,yes,0,0.1666667,NaN
ENST00000329101,4589,2793,10,no,no,no,yes,0,0.1666667,NaN
ENST00000253513,1566,1218,10,no,no,no,no,0,0.25,NaN
ENST00000253548,2047,312,NaN,no,no,no,no,0,0.4444444,NaN
ENST00000357771,3224,1548,NaN,no,no,no,no,0,0.4444444,NaN
ENST00000360786,2377,1545,NaN,no,no,no,no,0,0.4444444,NaN
ENST00000253548,2047,312,NaN,no,no,no,no,0,0.4444444,NaN
ENST00000357771,3224,1548,NaN,no,no,no,no,0,0.4444444,NaN
ENST00000360786,2377,1545,NaN,no,no,no,no,0,0.4444444,NaN
ENST00000340450,2602,1428,NaN,no,no,no,yes,0,0.25,NaN
ENST00000253546,2327,921,NaN,no,no,no,no,0,0.5714286,NaN
ENST00000325874,5674,1914,NaN,no,no,no,no,0,0,NaN
ENST00000337896,3374,1875,NaN,no,no,yes,no,0,0.2,NaN
ENST00000349225,3315,1875,NaN,no,no,yes,no,0,0.2,NaN
ENST00000253572,855,855,NaN,no,yes,no,no,0,0.25,NaN
ENST00000253577,2383,2262,NaN,no,no,no,no,0,0.4444444,NaN
ENST00000339447,2234,504,NaN,no,no,no,no,0,0.4444444,NaN
ENST00000347662,1632,1632,9,no,no,yes,no,0,0.1818182,NaN
ENST00000351691,1707,1707,10,no,no,yes,no,0,0.1818182,NaN
ENST00000253669,1375,1233,NaN,no,no,no,yes,NaN,NaN,NaN
ENST00000335009,757,756,NaN,no,no,no,yes,NaN,NaN,NaN
ENST00000253673,2380,1959,NaN,no,no,yes,no,0,0.2857143,NaN
ENST00000344373,2041,1803,NaN,no,no,yes,no,0,0.2857143,NaN
ENST00000357739,3187,381,NaN,no,no,yes,no,0,0.2857143,NaN
ENST00000253686,4565,522,4,no,no,no,yes,0.5,0,NaN
ENST00000253688,2769,1278,9,no,no,no,no,0,0,NaN
ENST00000321169,1964,1737,17,no,no,no,yes,0,0.6,NaN
ENST00000253692,6609,2388,22,no,no,yes,yes,0,1,NaN
ENST00000253693,4367,2442,21,no,no,no,no,0,0,NaN
ENST00000327152,2674,1692,9,no,no,no,no,NaN,NaN,NaN
ENST00000334133,3001,1947,10,no,no,no,no,NaN,NaN,NaN
ENST00000253697,3277,2715,17,no,no,no,no,NaN,NaN,NaN
ENST00000253699,6674,2355,14,no,no,no,yes,0,0.1666667,NaN
ENST00000253704,5679,1365,16,no,no,no,no,0,0.1666667,NaN
ENST00000339732,3563,1920,11,no,no,no,no,0,0.1666667,NaN
ENST00000253707,3964,1869,13,no,no,no,yes,0,0.5,NaN
ENST00000360861,2132,1869,15,no,no,no,yes,0,0.5,NaN
ENST00000305523,3176,2274,NaN,no,no,no,yes,0,0.375,NaN
ENST00000253719,1391,1263,NaN,no,yes,no,no,0,0.3333333,NaN
ENST00000253720,1341,1335,NaN,no,no,yes,no,0,0.25,NaN
ENST00000253727,1995,1383,NaN,no,no,no,yes,0,0.1666667,NaN
ENST00000253728,1266,1266,NaN,no,no,yes,no,0,0.3333333,NaN
ENST00000253754,2259,993,NaN,no,no,no,no,0,0,NaN
ENST00000340532,1050,741,NaN,no,no,no,no,0,0,NaN
ENST00000253756,2097,2097,NaN,yes,no,no,no,0,0.5,NaN
ENST00000307826,1998,912,NaN,no,no,no,no,0,0.375,NaN
ENST00000333055,3097,1338,NaN,no,no,no,no,0,0.375,NaN
ENST00000358563,3045,1338,NaN,no,no,no,no,0,0.375,NaN
ENST00000253778,3037,2055,NaN,no,no,no,yes,0,0.1111111,NaN
ENST00000251413,1606,1356,NaN,no,no,no,yes,0,0.2,NaN
ENST00000293362,3210,804,NaN,no,no,no,yes,0,0,NaN
ENST00000253788,439,411,NaN,no,no,no,no,1,0,NaN
ENST00000343748,484,411,NaN,no,no,no,no,1,0,NaN
ENST00000253789,1396,618,NaN,no,no,no,yes,0,0,NaN
ENST00000344671,685,615,NaN,no,no,no,yes,0,0,NaN
ENST00000308423,4023,2292,NaN,no,no,no,no,0,0.2727273,NaN
ENST00000352035,4348,3306,NaN,no,no,no,yes,0,9.09E-02,NaN
ENST00000353196,4318,3276,NaN,no,no,no,yes,0,9.09E-02,NaN
ENST00000253794,1100,531,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000253796,780,528,NaN,no,no,no,no,0,0.5555556,NaN
ENST00000253799,2662,2271,NaN,no,no,no,no,0,0.2857143,NaN
ENST00000253801,3096,1074,NaN,no,no,no,no,0,0.5,no
ENST00000253803,249,249,NaN,no,yes,yes,no,NaN,NaN,NaN
ENST00000252102,585,300,NaN,no,no,no,no,0,0.1666667,NaN
ENST00000253810,2102,2058,NaN,no,no,no,no,0.1428571,0.1428571,NaN
ENST00000261805,4738,4458,NaN,no,no,no,no,0.1428571,0.1428571,NaN
ENST00000297183,8319,7854,NaN,no,no,no,no,0.1428571,0.1428571,NaN
ENST00000310331,691,303,NaN,no,no,no,no,0.1428571,0.1428571,NaN
ENST00000310356,3234,2601,NaN,no,no,no,no,0.1428571,0.1428571,NaN
ENST00000360839,8187,7629,NaN,no,no,no,no,0.1428571,0.1428571,NaN
ENST00000253810,2102,2058,NaN,no,no,no,no,0.1428571,0.1428571,NaN
ENST00000261805,4738,4458,NaN,no,no,no,no,0.1428571,0.1428571,NaN
ENST00000297183,8319,7854,NaN,no,no,no,no,0.1428571,0.1428571,NaN
ENST00000310331,691,303,NaN,no,no,no,no,0.1428571,0.1428571,NaN
ENST00000310356,3234,2601,NaN,no,no,no,no,0.1428571,0.1428571,NaN
ENST00000360839,8187,7629,NaN,no,no,no,no,0.1428571,0.1428571,NaN
ENST00000253811,4687,3765,NaN,no,no,no,no,0,0.2857143,NaN
ENST00000253814,2533,666,NaN,no,no,no,no,0.5,0,NaN
ENST00000313129,604,468,NaN,no,no,no,no,0.5,0,NaN
ENST00000253815,2864,420,NaN,no,no,yes,no,0.5,0,NaN
ENST00000349311,2700,444,NaN,no,no,yes,no,0.5,0,NaN
ENST00000253838,288,288,3,no,no,no,no,NaN,NaN,NaN
ENST00000253838,288,288,3,no,no,no,no,NaN,NaN,NaN
ENST00000253848,288,288,3,no,no,no,no,NaN,NaN,NaN
ENST00000253848,288,288,3,no,no,no,no,NaN,NaN,NaN
ENST00000253861,4185,2925,NaN,yes,no,no,no,0,0,NaN
ENST00000251676,1997,1569,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000294578,3751,2379,24,no,no,no,no,0,0.3333333,NaN
ENST00000353662,3652,2280,23,no,no,no,no,0,0.3333333,NaN
ENST00000354700,2006,768,10,no,no,no,no,0,0.3333333,NaN
ENST00000354980,5319,2280,22,no,no,no,no,0,0.3333333,NaN
ENST00000253887,676,450,4,no,no,no,yes,0.6,0,NaN
ENST00000253892,2274,765,10,no,no,no,yes,NaN,NaN,NaN
ENST00000294576,2365,765,11,no,no,no,yes,NaN,NaN,NaN
ENST00000341902,1930,558,9,no,no,no,yes,NaN,NaN,NaN
ENST00000316296,2118,1929,NaN,no,no,no,yes,NaN,NaN,NaN
ENST00000355303,4443,2523,NaN,no,no,no,yes,NaN,NaN,NaN
ENST00000356134,4473,2883,NaN,no,no,no,yes,NaN,NaN,NaN
ENST00000253925,5217,3615,NaN,no,no,no,no,0,0,no
ENST00000253934,1619,681,4,no,no,no,no,NaN,NaN,NaN
ENST00000354372,1848,510,4,no,no,no,no,NaN,NaN,NaN
ENST00000303746,1694,1389,9,no,no,no,no,0.5,0,NaN
ENST00000319500,1974,1263,8,no,no,no,no,0.5,0,NaN
ENST00000253952,1246,891,12,no,no,no,no,0,1,NaN
ENST00000326266,1353,1026,13,no,no,no,no,0,1,NaN
ENST00000326181,3666,2013,21,no,no,yes,yes,0,0.1,NaN
ENST00000357892,3617,333,22,no,no,yes,yes,0,0.1,NaN
ENST00000253968,1525,678,NaN,no,no,no,no,0,0.2,NaN
ENST00000253969,1272,459,NaN,no,no,yes,yes,0,0.2,NaN
ENST00000253987,1316,927,8,no,no,no,no,0,0.4,NaN
ENST00000319474,540,540,3,no,no,no,no,0,0.4,NaN
ENST00000253998,3967,246,3,no,no,no,no,NaN,NaN,NaN
ENST00000296755,9372,7407,7,no,no,no,yes,0,0.8,NaN
ENST00000254025,1297,867,NaN,no,no,yes,no,0,0,NaN
ENST00000310242,4006,1284,NaN,no,no,no,yes,0,0.1428571,NaN
ENST00000254029,4138,2742,NaN,no,no,no,no,1,0,NaN
ENST00000318919,4076,1290,NaN,no,no,no,no,1,0,NaN
ENST00000254035,1453,1260,NaN,no,yes,no,yes,0,0.5,NaN
ENST00000308428,1598,1260,NaN,no,yes,no,yes,0,0.5,NaN
ENST00000254037,4605,816,NaN,no,no,no,no,0,0,NaN
ENST00000251648,1730,1311,NaN,no,no,no,no,0,0.6666667,NaN
ENST00000251646,1597,1215,NaN,no,no,no,no,0,0.5,no
ENST00000254051,4013,2148,NaN,no,no,no,no,0,1,NaN
ENST00000269577,5926,4830,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000348049,4662,4662,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000357601,4818,4692,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000336308,2053,1338,NaN,no,no,no,no,0,0.5,NaN
ENST00000254066,2906,1389,NaN,no,no,no,no,0,0.2222222,NaN
ENST00000319149,2285,1374,NaN,no,no,no,no,0,0.2222222,NaN
ENST00000357222,2789,1389,NaN,no,no,no,no,0,0.2222222,NaN
ENST00000359126,2391,1389,NaN,no,no,no,no,0,0.2222222,NaN
ENST00000254079,1835,615,NaN,no,no,no,no,0,0,NaN
ENST00000335977,1705,507,NaN,no,no,no,no,0,0,NaN
ENST00000357165,1835,507,NaN,no,no,no,no,0,0,NaN
ENST00000254081,1954,1041,NaN,no,no,no,no,0,0.25,NaN
ENST00000355849,1765,1041,NaN,no,no,no,no,0,0.25,NaN
ENST00000254086,2965,2694,NaN,yes,no,no,yes,0,0,NaN
ENST00000313668,745,552,NaN,yes,no,no,yes,0,0,NaN
ENST00000361293,2933,1563,NaN,yes,no,no,yes,0,0,NaN
ENST00000361401,2965,2694,NaN,yes,no,no,yes,0,0,NaN
ENST00000254088,1610,780,NaN,no,no,no,yes,0,0.25,NaN
ENST00000254090,2324,1602,NaN,no,no,no,no,0,0.5,NaN
ENST00000305493,2901,1860,NaN,no,no,no,yes,0.125,0.125,NaN
ENST00000254101,5418,819,NaN,no,no,no,yes,0,0.5,NaN
ENST00000254105,2860,525,NaN,no,yes,no,no,0.1111111,0.2222222,NaN
ENST00000254109,1649,444,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000254122,390,390,2,yes,no,no,no,0,0.4444444,NaN
ENST00000254142,1472,1173,11,no,no,no,no,0,0,NaN
ENST00000331511,2317,1593,3,no,no,no,yes,0,0,NaN
ENST00000360011,2377,1593,3,no,no,no,yes,0,0,NaN
ENST00000323375,2195,1584,16,no,no,no,yes,0,0,NaN
ENST00000340941,2335,1698,17,no,no,no,yes,0,0,NaN
ENST00000282286,4315,1980,NaN,no,no,no,yes,0,0,NaN
ENST00000254165,1920,1491,NaN,no,no,no,no,0,0,NaN
ENST00000254166,3030,2121,NaN,no,no,no,no,0,0,NaN
ENST00000357891,834,834,NaN,no,no,no,no,0,0,NaN
ENST00000254181,3284,2769,NaN,no,yes,no,no,0.2,0.4,NaN
ENST00000254188,1292,570,NaN,no,no,no,no,0,0.2,NaN
ENST00000254190,4545,2409,NaN,no,no,no,yes,0,0,NaN
ENST00000254193,1057,768,NaN,no,no,yes,no,0.25,0,NaN
ENST00000360869,708,465,NaN,no,no,yes,no,0.25,0,NaN
ENST00000300992,1468,1317,8,no,no,no,no,NaN,NaN,NaN
ENST00000309437,1152,1152,6,no,no,no,no,NaN,NaN,NaN
ENST00000329400,1329,1329,7,no,no,no,no,NaN,NaN,NaN
ENST00000331880,1422,1422,7,no,no,no,no,NaN,NaN,NaN
ENST00000332088,1284,1284,9,no,no,no,no,NaN,NaN,NaN
ENST00000360616,1404,1404,9,no,no,no,no,NaN,NaN,NaN
ENST00000316843,4161,3195,23,no,no,no,yes,0.1,0.2,NaN
ENST00000316857,3174,3007,29,no,no,no,yes,0.1,0.2,NaN
ENST00000254227,1160,774,NaN,no,no,no,no,0,0.375,NaN
ENST00000254231,3456,630,NaN,no,no,no,no,0,0,NaN
ENST00000254250,2166,642,3,no,yes,no,no,0,0,NaN
ENST00000345117,1970,162,2,no,yes,no,no,0,0,NaN
ENST00000254260,3500,2061,NaN,no,no,no,no,0,0,NaN
ENST00000254261,2098,234,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000323670,536,366,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000342680,1891,234,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000254262,2298,648,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000254271,4915,3336,33,no,yes,no,yes,NaN,NaN,NaN
ENST00000254279,234,234,1,no,no,no,no,NaN,NaN,NaN
ENST00000254286,1585,1254,14,no,no,yes,no,0,0,NaN
ENST00000337334,1708,1089,13,no,no,no,no,0,1,NaN
ENST00000353130,1477,858,11,no,no,no,no,0,1,NaN
ENST00000254299,2907,753,6,no,no,no,no,0,0.8333333,no
ENST00000359663,837,693,7,no,no,no,no,0,0.8333333,no
ENST00000254301,1936,753,4,no,no,yes,no,0,0.2,NaN
ENST00000254302,465,465,1,no,no,no,no,NaN,NaN,NaN
ENST00000254320,2164,1539,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000339560,1859,1089,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000254322,2233,1023,NaN,no,no,no,yes,0,0,NaN
ENST00000254323,4339,2970,NaN,no,no,yes,yes,0,0,NaN
ENST00000254324,1729,408,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000254325,4329,2940,NaN,no,no,no,yes,0,0.1666667,NaN
ENST00000292241,2190,1605,NaN,no,yes,no,no,0,0,NaN
ENST00000355738,1672,921,NaN,no,yes,no,no,0,0,NaN
ENST00000358958,2317,1596,NaN,no,yes,no,no,0,0,NaN
ENST00000292241,2190,1605,NaN,no,yes,no,no,0,0,NaN
ENST00000355738,1672,921,NaN,no,yes,no,no,0,0,NaN
ENST00000358958,2317,1596,NaN,no,yes,no,no,0,0,NaN
ENST00000318692,2089,1002,NaN,no,no,no,yes,NaN,NaN,NaN
ENST00000346736,2420,1914,NaN,no,no,no,yes,NaN,NaN,NaN
ENST00000254337,2271,1803,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000254346,2924,1752,NaN,no,no,no,yes,0.5,0,NaN
ENST00000318003,3580,2856,NaN,no,no,no,yes,0.5,0,NaN
ENST00000355588,2065,1119,NaN,no,no,no,yes,0.5,0,NaN
ENST00000254348,1213,675,NaN,no,yes,yes,no,NaN,NaN,NaN
ENST00000322912,1327,786,NaN,no,yes,yes,no,NaN,NaN,NaN
ENST00000254354,1521,1458,9,no,yes,no,yes,0,0.6,NaN
ENST00000254404,351,351,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000254436,1916,1425,7,no,no,no,no,0.125,0,NaN
ENST00000254448,1739,1467,NaN,no,yes,no,yes,NaN,NaN,NaN
ENST00000254454,2876,2529,NaN,no,no,no,no,1,0,NaN
ENST00000343304,3184,2439,NaN,no,no,no,no,1,0,NaN
ENST00000254457,2283,1221,NaN,no,no,no,yes,0,0.1428571,NaN
ENST00000254466,2709,2643,NaN,no,no,no,no,0,1,NaN
ENST00000359507,661,633,NaN,no,no,no,no,0,1,NaN
ENST00000314144,1799,1593,NaN,no,no,no,no,0,0.5,no
ENST00000359608,1614,1614,NaN,no,no,no,no,0,0.5,no
ENST00000335166,9552,7041,NaN,no,no,no,yes,0,0.1428571,NaN
ENST00000353139,9985,7152,NaN,no,no,no,yes,0,0.1428571,NaN
ENST00000356129,1064,345,NaN,no,no,no,yes,0,0.1428571,NaN
ENST00000360679,9622,6867,NaN,no,no,no,yes,0,0.1428571,NaN
ENST00000361253,9985,7041,NaN,no,no,no,yes,0,0.1428571,NaN
ENST00000328976,1574,1086,9,no,no,yes,yes,0.1428571,0,NaN
ENST00000348968,3861,3585,22,no,no,yes,yes,0.1428571,0,NaN
ENST00000251849,3181,1947,17,no,no,yes,no,0,0.3846154,NaN
ENST00000254488,1991,1899,14,no,no,no,no,0,0.3333333,NaN
ENST00000360599,1991,1899,14,no,no,no,no,0,0.3333333,NaN
ENST00000287820,1854,1518,7,no,no,no,yes,8.33E-02,0.25,NaN
ENST00000309576,1751,1428,8,no,no,no,yes,8.33E-02,0.25,NaN
ENST00000254508,7197,5670,40,no,no,no,no,NaN,NaN,NaN
ENST00000236938,2344,1131,NaN,no,no,no,no,0,0,NaN
ENST00000294796,1623,678,NaN,no,no,no,no,0,0,NaN
ENST00000309691,1887,813,NaN,no,no,no,no,0,0,NaN
ENST00000349527,1508,507,NaN,no,no,no,no,0,0,NaN
ENST00000350710,1408,375,NaN,no,no,no,no,0,0,NaN
ENST00000254521,1522,1026,NaN,no,yes,no,no,0,0,NaN
ENST00000356314,1494,1002,NaN,no,yes,no,no,0,0,NaN
ENST00000251101,1774,1332,16,yes,no,yes,no,0,0.2,NaN
ENST00000319815,1677,1086,15,yes,no,yes,no,0,0.2,NaN
ENST00000340116,1758,1353,15,yes,no,yes,no,0,0.2,NaN
ENST00000269201,252,252,3,no,no,no,no,0,0,NaN
ENST00000334697,165,165,2,no,no,no,no,0,0,NaN
ENST00000254528,4009,3162,8,no,no,no,no,0,0.2,NaN
ENST00000308080,1698,996,6,no,no,no,no,0,0.2,NaN
ENST00000251303,1116,828,NaN,no,no,no,no,0,0.3,NaN
ENST00000314752,2369,888,NaN,no,no,no,no,0,0.3,NaN
ENST00000338971,2195,888,NaN,no,no,no,no,0,0.3,NaN
ENST00000345535,768,486,NaN,no,no,no,no,0,0.3,NaN
ENST00000354723,1833,888,NaN,no,no,no,no,0,0.3,NaN
ENST00000355544,1108,765,NaN,no,no,no,no,0,0.3,NaN
ENST00000251303,1116,828,NaN,no,no,no,no,0,0.3,NaN
ENST00000314752,2369,888,NaN,no,no,no,no,0,0.3,NaN
ENST00000338971,2195,888,NaN,no,no,no,no,0,0.3,NaN
ENST00000345535,768,486,NaN,no,no,no,no,0,0.3,NaN
ENST00000354723,1833,888,NaN,no,no,no,no,0,0.3,NaN
ENST00000355544,1108,765,NaN,no,no,no,no,0,0.3,NaN
